211.217.201.11,211.217.201.11,Syrup,앱시작,FALSE
222.122.30.116,222.122.30.116,Syrup,앱시작,FALSE
mt.skpsyrup.cache.scs.skcdn.co.kr,58.228.245.66,Syrup,앱시작,FALSE
banking.nonghyup.com,61.37.254.31,Syrup,앱시작,FALSE
card.kbcard.com,61.78.157.11,Syrup,앱시작,FALSE
tl-in-f102.1e100.net,64.233.189.102,Syrup,앱시작,FALSE
idm.skplanet.com,1.234.81.14,Syrup,이벤트,FALSE
17.248.161.74,17.248.161.74,Syrup,이벤트,FALSE
175.126.178.115,175.126.178.115,Syrup,이벤트,FALSE
175.126.178.116,175.126.178.116,Syrup,이벤트,FALSE
175.126.178.132,175.126.178.132,Syrup,이벤트,FALSE
175.126.178.135,175.126.178.135,Syrup,이벤트,FALSE
203.235.200.18,203.235.200.18,Syrup,이벤트,TRUE
mt.skpsyrup.cache.scs.skcdn.co.kr,211.110.12.146,Syrup,이벤트,FALSE
58.228.245.66,58.228.245.66,Syrup,이벤트,FALSE
17.188.165.90,17.188.165.90,Syrup,내금융-은행조회,FALSE
kul09s04-in-f3.1e100.net,172.217.31.35,Syrup,내금융-은행조회,FALSE
syrup-appif.smartwallet.co.kr,175.126.178.115,Syrup,내금융-은행조회,FALSE
175.126.178.115,175.126.178.115,Syrup,내금융-은행조회,FALSE
175.126.178.116,175.126.178.116,Syrup,내금융-은행조회,FALSE
203.235.200.18,203.235.200.18,Syrup,내금융-은행조회,TRUE
211.110.12.146,211.110.12.146,Syrup,내금융-은행조회,FALSE
skpis.cache.scs.skcdn.co.kr,211.110.12.147,Syrup,내금융-은행조회,FALSE
211.110.12.147,211.110.12.147,Syrup,내금융-은행조회,FALSE
222.122.30.116,222.122.30.116,Syrup,내금융-은행조회,FALSE
58.228.245.66,58.228.245.66,Syrup,내금융-은행조회,FALSE
card.nonghyup.com,61.37.254.26,Syrup,내금융-은행조회,FALSE
175.126.178.116,175.126.178.116,Syrup,내금융-카드조회,FALSE
203.235.200.18,203.235.200.18,Syrup,내금융-카드조회,TRUE
skpis.cache.scs.skcdn.co.kr,211.110.12.146,Syrup,내금융-카드조회,FALSE
211.110.12.146,211.110.12.146,Syrup,내금융-카드조회,FALSE
mt.skpsyrup.cache.scs.skcdn.co.kr,58.228.245.66,Syrup,내금융-카드조회,FALSE
58.228.245.66,58.228.245.66,Syrup,내금융-카드조회,FALSE
t-smartwallet.nate.com,175.126.178.116,Syrup,해외쇼핑,FALSE
175.126.178.116,175.126.178.116,Syrup,해외쇼핑,FALSE
175.126.178.135,175.126.178.135,Syrup,해외쇼핑,FALSE
rake.skplanet.com,203.235.200.18,Syrup,해외쇼핑,TRUE
203.235.200.18,203.235.200.18,Syrup,해외쇼핑,TRUE
mt.skpsyrup.cache.scs.skcdn.co.kr,211.110.12.146,Syrup,해외쇼핑,FALSE
skppoc.cache.scs.skcdn.co.kr,58.228.245.66,Syrup,해외쇼핑,FALSE
Domain,IP,App,Service,공통여부
nog-app.sktnugu.com,211.188.147.64,Nugu,앱시작,TRUE
223.39.118.176,223.39.118.176,Nugu,앱시작,TRUE
auth.tidcgl.skt-id.co.kr,223.62.245.51,Nugu,앱시작,TRUE
api.snapcraft.io,91.189.92.38,Nugu,앱시작,FALSE
Domain,IP,App,Service,공통여부
ingestion.log.infra.music-flo.io,13.209.122.132,FLO,앱시작,FALSE
203.235.200.18,203.235.200.18,FLO,앱시작,TRUE
image-music-flo.dlacc.skcdn.com,211.110.226.78,FLO,앱시작,FALSE
www3.musicmates.co.kr,211.188.213.110,FLO,앱시작,FALSE
211.188.213.110,211.188.213.110,FLO,앱시작,FALSE
www3.music-flo.com,211.188.213.119,FLO,앱시작,FALSE
211.188.213.37,211.188.213.37,FLO,앱시작,FALSE
ingestion.log.infra.music-flo.io,13.209.122.132,FLO,음악재생,FALSE
203.235.200.18,203.235.200.18,FLO,음악재생,TRUE
image-music-flo.dlacc.skcdn.com,211.110.226.78,FLO,음악재생,FALSE
211.188.213.37,211.188.213.37,FLO,음악재생,FALSE
music-flo.dlacc.skcdn.com,211.233.18.24,FLO,음악재생,FALSE
image-music-flo.dlacc.skcdn.com,211.110.226.78,FLO,동영상재생,FALSE
211.188.213.37,211.188.213.37,FLO,동영상재생,FALSE
auth-video-flo.dlacc.skcdn.com,222.239.240.107,FLO,동영상재생,FALSE
ingestion.log.infra.music-flo.io,52.78.146.29,FLO,동영상재생,FALSE
175.126.177.78,175.126.177.78,FLO,리스트탐색,FALSE
203.235.200.18,203.235.200.18,FLO,리스트탐색,TRUE
image-music-flo.dlacc.skcdn.com,211.110.226.78,FLO,리스트탐색,FALSE
211.188.213.37,211.188.213.37,FLO,리스트탐색,FALSE
